rest_id,rest_name,locality,cuisines,cost_for_two,ratings,votes
17114498,Ron's Roost,Cheviot/Westwood,['German'],Moderately_priced,3.8,82
17112390,Cancun Restaurante & Cantina,Cheviot/Westwood,['Mexican'],Inexpensive,4.1,94
17113331,Ingredients,Downtown,"['Pizza', 'Sandwich']",Inexpensive,3.9,84
17117197,Marion's Piazza,Mason,"['Italian', 'Pizza', 'Sandwich']",Inexpensive,3.3,65
17112386,Campanello's Italian Cuisine,Downtown,"['Italian', 'Pizza']",Moderately_priced,3.7,74
17117604,Pontiac Bourbon & BBQ,Over-the-Rhine/Mount Auburn,['BBQ'],Inexpensive,3.7,62
17112161,Blue Gibbon Chinese,St Bernard/Elmwood Place,['Chinese'],Moderately_priced,4.0,77
17116413,Bangkok Terrace,Blue Ash,"['Asian', 'Thai']",Moderately_priced,4.2,76
17111895,Alabama Fish Bar,Over-the-Rhine/Mount Auburn,"['American', 'Seafood', 'Southern']",Inexpensive,4.7,71
17115050,Tucker's Restaurant,Over-the-Rhine/Mount Auburn,"['American', 'Diner', 'Vegetarian']",Inexpensive,4.1,81
17116406,Giuseppe's Pizzeria,Covington,"['Pizza', 'Sandwich']",Inexpensive,4.5,60
17117525,Prime Cincinnati,Downtown,['Steak'],Priciest,3.4,25
17115047,Trotta's Pizza,Cheviot/Westwood,"['Pizza', 'Sandwich']",Moderately_priced,4.3,83
17113422,Jo An Japanese,Erlanger,"['Japanese', 'Sushi']",Moderately_priced,3.9,80
17117195,Wurst Bar in the Square,Hyde Park/Mount Lookout,['Bar Food'],Moderately_priced,3.8,60
17113514,Korea House,Symmes,"['Asian', 'Korean', 'Sushi']",Moderately_priced,3.9,82
17112126,Benihana - Cincinnati,Springdale,"['Japanese', 'Steak', 'Sushi']",Pricey,3.8,74
17116966,Goodfellas Pizzeria,Covington,['Pizza'],Inexpensive,3.9,76
17117534,Salazar,Over-the-Rhine/Mount Auburn,['European'],Pricey,3.9,66
17115762,Bagel & Deli Shop,Oxford,[],Inexpensive,4.5,96
17116435,Quatman Cafe,Mason,['Burger'],Inexpensive,4.1,66
17116267,La Pinata Restaurant,Colerain Township,['Mexican'],Inexpensive,4.3,69
17116611,Dutch's,Hyde Park/Mount Lookout,['Bar Food'],Moderately_priced,4.0,73
17115996,Quaker Steak & Lube,Colerain Township,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,3.9,75
17113176,Goodies,College Hill/Mt Healthy,"['BBQ', 'Southern']",Inexpensive,4.1,62
17112912,Famous Dave's,Florence,"['BBQ', 'Southern']",Moderately_priced,3.9,74
17112163,Blue Jay,Northside,"['Breakfast', 'Burger', 'Diner']",Inexpensive,4.2,71
17112626,The Cone,West Chester,"['Desserts', 'Ice Cream']",Inexpensive,4.2,82
17112416,Carrabba's Italian Grill,Mason,['Italian'],Moderately_priced,3.7,76
17115928,Yagööt Frozen Yogurt,Norwood,"['Desserts', 'Beverages']",Inexpensive,4.1,86
17113531,Lake Nina Restaurant and Tavern,Colerain Township,"['American', 'Bar Food', 'Seafood']",Moderately_priced,4.0,30
17113253,Hathaway's,Downtown,"['Breakfast', 'Diner', 'Sandwich']",Inexpensive,3.9,68
17115024,Tokyo Japanese Restaurant,Sharonville,"['Japanese', 'Sushi']",Moderately_priced,4.0,62
17116984,Brooklyn Pizza & Pasta,Montgomery,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,4.0,67
17114363,The Pub Crestview Hills,Crestview Hills,"['Burger', 'Bar Food']",Moderately_priced,3.8,58
17114962,Taj Mahal Indian Cuisine,College Hill/Mt Healthy,"['Indian', 'Vegetarian']",Moderately_priced,4.2,72
17116533,Smashburger,West Chester,"['Burger', 'Fast Food']",Inexpensive,3.8,62
17113715,Main Street Cafe,Newtown,"['American', 'Burger']",Inexpensive,4.1,69
17112583,City Barbeque,West Chester,"['BBQ', 'Southern']",Inexpensive,3.9,84
17117484,Ruth's Parkside Cafe,Northside,"['American', 'Vegetarian']",Moderately_priced,3.9,50
17117447,Cooper's Hawk Winery & Restaurants,Deer Park/Madeira,"['American', 'International']",Pricey,3.7,55
17112210,Bonomini Bakery,Northside,['Desserts'],Inexpensive,4.3,74
17117267,Margaritaville,Downtown,"['American', 'Burger', 'Bar Food']",Moderately_priced,2.2,47
17112677,Currito,Clifton/Avondale,"['Fast Food', 'Beverages', 'Tex-Mex']",Inexpensive,4.0,78
17117250,Pizzelii Brick Oven Pizza,Plaineville,"['Pizza', 'Healthy Food']",Inexpensive,3.8,65
17113058,Gabby's Cafe,Wyoming/Arlington Heights/Reading,"['American', 'Italian', 'Pizza']",Moderately_priced,4.1,76
17117332,Chuy's,Deer Park/Madeira,"['Mexican', 'Tex-Mex']",Moderately_priced,3.6,66
17117265,Bobby's Burger Palace,Downtown,"['Burger', 'Desserts', 'Sandwich']",Inexpensive,3.6,68
17113469,Kenning's Circle K,Cheviot/Westwood,"['American', 'Steak']",Moderately_priced,3.8,48
17115085,Vincenzo's Ristorante Italiano,Sharonville,"['Italian', 'Seafood']",Pricey,4.0,68
17112081,Bar Louie,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,3.7,63
17116322,Stone Creek Dining Company,West Chester,"['American', 'Steak']",Pricey,3.8,57
17112501,China Foods,Clifton/Avondale,['Chinese'],Inexpensive,4.3,73
17115483,Kreimer's Bier Haus,Cleves,"['German', 'Bar Food', 'Steak']",Pricey,3.8,63
17116480,Apple Tree Cafe,Deer Park/Madeira,"['American', 'Breakfast', 'Burger']",Inexpensive,3.8,49
17114308,Pizza Tower,Loveland,"['Italian', 'Pizza', 'California']",Inexpensive,3.7,64
17113066,Gas Light Cafe,Oakley/Pleasant Ridge,"['American', 'Burger', 'Sandwich']",Inexpensive,4.0,62
17116233,Rudino's Pizza & Grinders,Montgomery,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,3.9,46
17116195,Raya Lebanese Restaurant,Downtown,"['Mediterranean', 'Middle Eastern', 'Vegetarian']",Inexpensive,4.2,62
17113918,Molly Malone's Irish Pub & Restaurant,Covington,"['Breakfast', 'European', 'Bar Food']",Moderately_priced,4.0,74
17117863,Revolution Rotisserie & Bar,Over-the-Rhine/Mount Auburn,"['Sandwich', 'Bar Food']",Inexpensive,3.5,29
17116366,Le's Pho and Sandwiches,Downtown,"['Asian', 'Sandwich', 'Vietnamese']",Inexpensive,4.0,58
17112745,Chandler's Burger Bistro,Delhi,"['Burger', 'Sandwich']",Inexpensive,3.5,22
17114368,Putz's Creamy Whip,Cheviot/Westwood,"['Desserts', 'Sandwich']",Inexpensive,4.0,72
17113717,Maki Express,Clifton/Avondale,"['Japanese', 'Sushi']",Inexpensive,4.1,69
17113892,Mimi's Cafe,Mason,"['Breakfast', 'French', 'International']",Moderately_priced,3.6,64
17112219,Bourbon House Pizza,Florence,"['Italian', 'Pizza', 'Sandwich']",Inexpensive,4.2,59
17117461,Sichuan Chili,Sharonville,"['Chinese', 'Vegetarian']",Moderately_priced,3.7,50
17114497,Rincon Mexicano,Union Township,"['Mexican', 'Tex-Mex']",Moderately_priced,4.0,67
17117581,Joe Luigi's Pizza,Batavia,"['Pizza', 'Sandwich', 'Healthy Food']",Inexpensive,3.4,14
17113679,Lucky Dog Grille,Mason,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.8,57
17822885,Taft’s Ale House,Over-the-Rhine/Mount Auburn,['Bar Food'],Moderately_priced,3.7,36
17117021,Lin's Pad Thai,Cheviot/Westwood,"['Asian', 'Chinese', 'Thai']",Moderately_priced,4.0,51
17114018,O'Bryon's Irish Pub,Hyde Park/Mount Lookout,"['Burger', 'British', 'Bar Food']",Inexpensive,4.0,68
17112077,Ban Thai,Union Township,"['International', 'Thai']",Moderately_priced,4.1,73
17117655,Mac's Pizza Pub,Landen,"['Burger', 'Pizza', 'Bar Food']",Inexpensive,3.6,53
17117720,Cheapside Cafe,Downtown,"['Breakfast', 'Coffee and Tea', 'Sandwich']",Inexpensive,3.8,59
17116467,Budina,West Chester,"['Asian', 'Thai']",Moderately_priced,4.1,63
17114178,Peking Garden,Deer Park/Madeira,['Chinese'],Inexpensive,3.5,44
17113425,Joe's Crab Shack,Campbell County,['Seafood'],Moderately_priced,3.2,64
17112487,Chili Time,St Bernard/Elmwood Place,"['Sandwich', 'Chili']",Inexpensive,4.1,55
17112988,Fred & Gari's,Downtown,"['Pizza', 'Sandwich', 'Healthy Food']",Inexpensive,4.2,51
17116464,SuRa Korean Cuisine,Mason,['Korean'],Moderately_priced,4.1,64
17116991,Five Boroughs Pizza,Cheviot/Westwood,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,4.2,57
17113334,Iron Chef Grill,Symmes,"['Japanese', 'Sushi']",Pricey,4.0,63
17114475,360 at the Radisson Hotel Cincinnati Riverfront,Covington,['American'],Pricey,3.6,47
17114553,Santorini,Cheviot/Westwood,"['Breakfast', 'Diner', 'Greek']",Moderately_priced,4.0,48
17113155,May-Thai,Milford,"['Chinese', 'Thai']",Inexpensive,4.2,58
17112905,European Cafe,Montgomery,"['Breakfast', 'Mediterranean', 'Sandwich']",Inexpensive,3.9,58
17116018,Sakura Steakhouse and Sushi,Cheviot/Westwood,"['Asian', 'Japanese', 'Sushi']",Pricey,4.2,59
17112997,Friendly Stop Cafe,Springdale,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.2,63
17113588,Laszlo's Iron Skillet,Withamsville,"['European', 'German']",Moderately_priced,3.9,56
17112432,Cazadores,Mason,['Mexican'],Inexpensive,4.0,65
17115933,Ikea Restaurant & Cafe,West Chester,"['Desserts', 'Diner', 'European']",Inexpensive,3.7,52
17114605,Siam Orchid,Campbell County,"['Sushi', 'Thai']",Inexpensive,4.1,61
17112534,Chipotle Mexican Grill,Clifton/Avondale,"['Fast Food', 'Mexican']",Inexpensive,3.9,76
17114959,Taco Casa,Hyde Park/Mount Lookout,"['Fast Food', 'Tex-Mex']",Inexpensive,3.7,63
17117648,Delhi Palace,Deer Park/Madeira,"['Indian', 'Vegetarian']",Moderately_priced,3.8,47
17112248,Bruegger's Bagel Bakery,Clifton/Avondale,['Sandwich'],Inexpensive,3.9,65
17117724,Gomez Salsa,Over-the-Rhine/Mount Auburn,['Mexican'],Inexpensive,3.8,61
17113345,Izzy's,Downtown,['Sandwich'],Inexpensive,3.9,73
17112876,El Rancho Grande,West Chester,['Mexican'],Inexpensive,3.9,63
17116410,Cancun Mexican Bar & Grill,Norwood,['Mexican'],Inexpensive,4.1,53
17116448,Red Pepper,Florence,"['Chinese', 'Sushi']",Inexpensive,4.2,36
17114034,Old Spaghetti Factory,Fairfield,"['Desserts', 'Italian']",Inexpensive,3.7,58
17112058,Bacall's Cafe,College Hill/Mt Healthy,"['Diner', 'Bar Food', 'Sandwich']",Moderately_priced,4.0,64
17114395,Raja India,Mason,['Indian'],Moderately_priced,4.0,62
17113265,Hibachi Master Japanese Steak House & Sushi Bar,Anderson Township,"['Japanese', 'Steak', 'Sushi']",Moderately_priced,3.9,49
17112229,Breakfast Club Cafe,Lebanon,['Breakfast'],Inexpensive,3.9,61
17113338,Greek To Me,Erlanger,"['Greek', 'Middle Eastern']",Inexpensive,4.1,64
17117453,French Crust Cafe,Downtown,"['Cafe', 'Coffee and Tea', 'French']",Moderately_priced,3.8,53
17113629,Log Cabin Inn,Independence,"['Breakfast', 'Sandwich', 'Steak']",Inexpensive,3.7,43
17116053,Walt's Barbeque,Hamilton,"['BBQ', 'Southern']",Moderately_priced,3.9,57
17114027,O'Malley's in the Alley,Downtown,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.8,53
17116268,Five Guys Burgers and Fries,Norwood,['Fast Food'],Inexpensive,3.8,53
17115205,Werkhaus Pizza,Cheviot/Westwood,"['Italian', 'Pizza', 'Sandwich']",Inexpensive,4.1,61
17112870,El Picante,Loveland,['Mexican'],Inexpensive,4.1,61
17112970,Floyd's,Clifton/Avondale,"['Greek', 'Middle Eastern', 'Vegetarian']",Inexpensive,3.8,56
17112843,Dragon City No. 4,Cheviot/Westwood,['Chinese'],Inexpensive,3.9,48
17112162,Blue Goose Sports Cafe The,Sharonville,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,3.8,55
17112560,Chung Ching,College Hill/Mt Healthy,"['Asian', 'Chinese']",Inexpensive,4.1,48
17113763,Mason Grill,Mason,"['Breakfast', 'Burger', 'Diner']",Inexpensive,4.0,48
17114629,Skip's Bagel Deli,Montgomery,['Sandwich'],Inexpensive,4.2,59
17116981,Scrambler Marie's,Sharonville,"['American', 'French', 'Burger', 'Sandwich', 'Coffee and Tea']",Inexpensive,3.6,34
17112973,Flying Pizza,Symmes,['Pizza'],Moderately_priced,3.8,52
17113189,Gramma's Pizza,Anderson Township,['Pizza'],Inexpensive,3.7,24
17114601,Shooters Sports Grill,Loveland,"['Pizza', 'Bar Food', 'Sandwich']",Moderately_priced,3.8,36
17114754,Spinning Fork,Fairfield,['Italian'],Moderately_priced,3.7,47
17116065,Cabana on the River,North Bend,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,3.8,47
17115817,Patterson's Cafe,Oxford,['Breakfast'],Inexpensive,4.2,57
17116131,The Blind Lemon,Walnut Hills/Mount Adams,['Bar Food'],Inexpensive,4.0,68
17117491,Red Feather Kitchen,Oakley/Pleasant Ridge,"['American', 'Tapas']",Pricey,3.6,49
17112216,Boswell's,Northside,"['American', 'Burger', 'Bar Food']",Inexpensive,3.8,56
17113927,Montoya's Mexican Restaurant,Crescent Springs/Fort Wright,['Mexican'],Moderately_priced,4.1,60
17113374,Jansen Sweet Sinsations,Mason,"['Coffee and Tea', 'Desserts']",Inexpensive,4.1,44
17112349,By Golly's Bar & Grill,Milford,"['American', 'Bar Food']",Moderately_priced,3.7,55
17112590,Clough Crossings,Anderson Township,"['Bar Food', 'Sandwich', 'Steak']",Pricey,4.0,51
17116347,Al Amir Cafe,Downtown,"['Mediterranean', 'Middle Eastern']",Inexpensive,4.0,53
17116348,Grammas Pizza,Florence,"['Italian', 'Pizza', 'Sandwich']",Inexpensive,3.9,45
17112954,First Wok,Hyde Park/Mount Lookout,['Chinese'],Inexpensive,3.9,51
17112159,Blue Agave,Springdale,['Mexican'],Inexpensive,4.0,49
17114216,Pepper Pod Restaurant,Campbell County,"['Breakfast', 'Diner', 'Sandwich']",Inexpensive,3.7,53
17116300,Fusion Wok Sushi Bar,Colerain Township,"['Asian', 'Japanese', 'Sushi']",Moderately_priced,4.1,40
17117390,Durum Grill,Blue Ash,"['Greek', 'Mediterranean', 'Turkish']",Inexpensive,3.9,46
17113197,Grand Oriental,Symmes,"['Asian', 'Chinese', 'Dim Sum']",Moderately_priced,4.0,49
17112551,Chopstick Chinese,Florence,['Chinese'],Inexpensive,4.3,48
17114252,Pirate's Cove Tropical Bar & Grill,East End/Mount Washington,"['Bar Food', 'Seafood']",Moderately_priced,2.4,42
17112507,China Gourmet,Hyde Park/Mount Lookout,"['Chinese', 'Vegetarian']",Moderately_priced,3.8,55
17113267,Highland Coffee House,Clifton/Avondale,"['Coffee and Tea', 'Sandwich', 'Vegetarian']",Inexpensive,4.0,59
17117485,A Tavola,Deer Park/Madeira,"['Desserts', 'Italian', 'Pizza']",Moderately_priced,3.7,40
17115802,Fiesta Charra,Oxford,['Mexican'],Inexpensive,4.3,60
17116209,Everything Bagels,Union Township,"['Desserts', 'Bagels']",Inexpensive,4.2,37
17112667,Crossroads Sports Bar and Grill,Monfort Heights/White Oak,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.0,39
17114613,Silverglades on 8th,Downtown,"['Breakfast', 'Sandwich', 'Healthy Food']",Inexpensive,3.9,56
17112039,Athenian Restaurant,Sharonville,['Greek'],Inexpensive,3.7,46
17116607,Eli's Sports Bar & Grill,West Chester,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.4,42
17114010,Noodles & Company,Hyde Park/Mount Lookout,"['Asian', 'Fast Food']",Inexpensive,3.8,55
17117427,Butt Shack BBQ Grill,Fairfield,"['American', 'BBQ', 'Pizza']",Moderately_priced,3.6,39
17112080,Tong's Thai,Milford,['Thai'],Inexpensive,4.1,48
17114154,Parkside Café,Walnut Hills/Mount Adams,"['Breakfast', 'Diner', 'Sandwich']",Inexpensive,3.8,40
17115914,Los Panchos Restaurant & Cantina,Colerain Township,['Mexican'],Inexpensive,4.2,47
17115049,Tucker's Whippy Dip,Mason,['Desserts'],Inexpensive,4.5,61
17111901,Alreddy Coffee & Cafe,Sharonville,"['Coffee and Tea', 'Sandwich']",Inexpensive,4.0,45
17117016,The Public House,Cheviot/Westwood,"['Burger', 'German', 'Pizza']",Pricey,4.0,51
17117012,Tacos Locos,Oakley/Pleasant Ridge,['Mexican'],Inexpensive,4.0,44
17114416,Reality Tuesday Cafe,Crescent Springs/Fort Wright,['Coffee and Tea'],Inexpensive,4.1,48
17116987,Silver Ladle,Downtown,"['Burger', 'Chili']",Inexpensive,3.9,45
17117386,Arrechissimo,Deer Park/Madeira,"['Caribbean', 'International', 'Latin American']",Moderately_priced,3.8,42
17112060,Back Porch Saloon,West Chester,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.8,52
17114473,Riverfront Pizza,Covington,"['Pizza', 'Bar Food', 'Sandwich']",Inexpensive,3.7,50
17117160,Hwy 55 Burgers Shakes & Fries,Union Township,"['Burger', 'Diner', 'Sandwich']",Inexpensive,3.4,29
17113996,Nick & Tom's Restaurant & Bar,Cheviot/Westwood,"['American', 'Seafood']",Moderately_priced,3.9,41
17114420,Red Fox Grill,Downtown,"['Breakfast', 'Sandwich']",Inexpensive,3.8,38
17117870,Udupi Café,Sharonville,"['Indian', 'Vegetarian']",Inexpensive,3.5,30
17112071,Bangkok Express,Symmes,"['Asian', 'Chinese', 'Thai']",Inexpensive,4.0,48
17116154,Nick's American Cafe,Cleves,"['American', 'Breakfast', 'Diner']",Inexpensive,3.9,32
17115904,J. Gumbo's,Downtown,"['Fast Food', 'Cajun']",Inexpensive,3.8,51
17112367,Café de Paris,Downtown,"['American', 'French', 'Sandwich']",Moderately_priced,3.8,48
17112985,Fox and Hound Pub & Grille,Mason,['American'],Inexpensive,3.4,49
17113411,Jet's Pizza,Mason,"['Pizza', 'Sandwich']",Inexpensive,3.8,49
17116097,Raymond's Pizza,West Chester,"['Italian', 'Pizza']",Inexpensive,4.2,45
17117191,The Elusive Cow Cafe,Campbell County,"['American', 'Sandwich', 'Vegetarian']",Moderately_priced,3.8,37
17113862,Mei Japanese,Montgomery,"['Japanese', 'Sushi']",Moderately_priced,3.8,41
17112891,Empire Buffet,Crescent Springs/Fort Wright,['Chinese'],Moderately_priced,3.8,42
17117971,Krueger's Tavern,Over-the-Rhine/Mount Auburn,"['American', 'Burger', 'Sandwich']",Inexpensive,3.7,35
17116000,Iris Book Cafe,Over-the-Rhine/Mount Auburn,"['Coffee and Tea', 'Sandwich', 'Tea']",Inexpensive,3.9,52
17117995,Mardi Gras on Madison,Walnut Hills/Mount Adams,"['Seafood', 'Cajun']",Moderately_priced,3.8,31
17114357,Proud Rooster Restaurant,Clifton/Avondale,"['Diner', 'Sandwich']",Inexpensive,4.0,45
17114041,Olive Garden Italian Restaurant,Florence,['Italian'],Moderately_priced,3.8,56
17115924,Asiana Korean Restaurant,West Chester,"['Asian', 'Korean']",Moderately_priced,4.0,49
17116060,McCauley's Pub,Sharonville,"['Pizza', 'Bar Food']",Inexpensive,4.4,36
17114012,North College Hill Bakery,College Hill/Mt Healthy,['Desserts'],Inexpensive,4.1,48
17115087,Victory Bakery & Grill,West Chester,"['Bakery', 'French']",Inexpensive,3.9,35
17113220,Green Derby,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.1,36
17114438,Red Squirrel,Colerain Township,"['Breakfast', 'Diner', 'Sandwich']",Inexpensive,4.1,39
17113547,LaRosa's Pizzeria,Cheviot/Westwood,['Pizza'],Moderately_priced,3.7,56
17113759,Martino's on Vine,Clifton/Avondale,"['Italian', 'Pizza', 'Sandwich']",Moderately_priced,3.6,46
17115784,Kona Bistro & Coffee Bar,Oxford,"['Coffee and Tea', 'Sandwich']",Moderately_priced,3.9,46
17116959,1215 Wine Bar & Coffee Lab,Over-the-Rhine/Mount Auburn,['Coffee and Tea'],Inexpensive,4.0,48
17112618,College Hill Coffee Co. and Casual Gourmet,College Hill/Mt Healthy,"['Breakfast', 'Coffee and Tea', 'Sandwich']",Inexpensive,3.8,51
17113527,La Petite France,Sharonville,['French'],Pricey,3.5,46
17112024,Arlin's Restaurant and Beer Garden,Clifton/Avondale,['American'],Inexpensive,3.7,51
17114997,Texas Roadhouse,Milford,"['American', 'BBQ', 'Steak']",Pricey,3.9,50
17116206,Lydia's On Ludlow,Clifton/Avondale,"['Cafe', 'American']",Moderately_priced,3.7,43
18429609,Pies & Pints Cincinnati,Downtown,"['Pizza', 'American', 'Pub Food']",Pricey,3.0,7
17115102,"Vinoklet Winery, Restaurant, & Vineyard",Colerain Township,"['American', 'Steak']",Pricey,3.6,30
17112449,Chart House,Campbell County,"['American', 'Seafood', 'Steak']",Pricey,3.7,49
17115559,Kim's Korean,Harrison,"['Asian', 'Korean', 'Vegetarian']",Moderately_priced,4.0,39
17114452,Rib City,Springdale,"['BBQ', 'Sandwich', 'Southern']",Moderately_priced,3.8,37
17115312,McCoy's Place Bar and Grill,Colerain Township,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,4.1,30
17117245,Old Bag of Nails,Mason,"['Burger', 'Sandwich', 'Seafood']",Moderately_priced,3.6,32
17117492,Bistro Grace,Northside,"['European', 'American']",Pricey,3.6,39
17117316,Keystone Bar & Grill,Clifton/Avondale,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.4,36
17114711,Smokey Bones Bar & Fire Grill,West Chester,"['American', 'BBQ', 'Burger']",Moderately_priced,3.4,47
17114875,Sukhothai Thai Cuisine,Montgomery,['Thai'],Moderately_priced,3.7,51
17115259,Willie's Sports Cafe,Cheviot/Westwood,"['Burger', 'Bar Food']",Inexpensive,3.5,42
17114504,Roosters,Springdale,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.7,40
17112706,Dave & Busters,Springdale,"['Burger', 'Bar Food', 'Sandwich']",Moderately_priced,3.5,47
17114392,Rafferty's,Florence,"['Bar Food', 'Sandwich', 'Steak']",Moderately_priced,3.6,42
17115324,Barnesburg Tavern and Grille,Colerain Township,"['Burger', 'Bar Food', 'Steak']",Moderately_priced,3.9,36
17112170,Bluebird Bakery,Springdale,"['Coffee and Tea', 'Sandwich']",Inexpensive,3.8,29
17113779,McAlister's Deli,Mason,"['Fast Food', 'Sandwich']",Inexpensive,3.7,48
17117309,Jefferson Social,Downtown,"['Mexican', 'Bar Food']",Moderately_priced,3.4,38
17116625,The Varsity Sports Bar And Grill,Anderson Township,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.7,38
17114542,Salvadore's Pizzeria,Erlanger,['Pizza'],Inexpensive,4.4,47
17116804,Bamboo House,Cheviot/Westwood,"['Asian', 'Japanese', 'Sushi']",Pricey,3.7,26
17117081,Goodfellows Bar and Grill,Anderson Township,"['Burger', 'Pizza', 'Sandwich']",Moderately_priced,4.0,40
17113509,Knuk N' Futz,Crescent Springs/Fort Wright,"['American', 'Burger', 'Sandwich']",Moderately_priced,4.3,44
17113430,Johnny Chan 2,Symmes,"['Chinese', 'Sushi']",Moderately_priced,3.7,47
17116237,Areti's Gyros,Over-the-Rhine/Mount Auburn,"['Greek', 'Mediterranean', 'Chili']",Inexpensive,3.8,45
17112521,China Moon,Blue Ash,['Chinese'],Inexpensive,4.1,33
17116002,Front Street Cafe,New Richmond,"['American', 'European', 'Sandwich']",Moderately_priced,3.7,39
17116591,Putters Sports Grill,Maineville,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.7,44
17116157,El Barzon Mexican Restaurant,Trenton,['Mexican'],Moderately_priced,4.4,29
17115326,Tag's Café and Coffee Bar,Colerain Township,"['Breakfast', 'Coffee and Tea', 'Sandwich']",Inexpensive,3.9,28
17116208,Fuji Steakhouse,Union Township,"['Japanese', 'Steak', 'Sushi']",Pricey,3.9,41
17115808,Steinkeller,Oxford,"['German', 'Bar Food']",Moderately_priced,3.9,51
17114899,Szechuan House,Sharonville,['Chinese'],Inexpensive,4.2,42
17115944,Logan's Roadhouse,Colerain Township,"['American', 'Bar Food', 'Steak']",Moderately_priced,3.7,42
17112208,Bonnie Lynn Bakery,Blue Ash,"['Breakfast', 'Sandwich']",Inexpensive,4.0,39
17114536,Salem Gardens,East End/Mount Washington,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.9,50
17115498,Sunnyside Grill,Colerain Township,"['American', 'Breakfast', 'Chili']",Inexpensive,4.1,35
17112524,China Town Buffet,Milford,"['Chinese', 'Asian']",Pricey,4.0,45
17114484,Rohs Street Cafe,Clifton/Avondale,['Coffee and Tea'],Inexpensive,3.9,43
17113417,Jimmy John's,Clifton/Avondale,['Sandwich'],Inexpensive,3.9,52
17111867,915 Pub and Grill,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.9,41
17113893,Mio's Pizzeria,East End/Mount Washington,['Pizza'],Moderately_priced,3.7,46
17112981,Fortune Express,College Hill/Mt Healthy,['Chinese'],Moderately_priced,4.2,36
17114068,P & S Restaurant,Colerain Township,"['Breakfast', 'Diner', 'Chili']",Inexpensive,3.9,31
17112673,Culver's,Mason,"['Burger', 'Desserts', 'Fast Food']",Inexpensive,3.9,52
17117278,Mango Tree Thai & Sushi,Plaineville,"['Asian', 'Sushi', 'Thai']",Moderately_priced,3.8,38
17114366,Putters Sports Grill,West Chester,"['American', 'Burger', 'Sandwich']",Moderately_priced,3.7,44
17114044,Ollie's Trolley,Over-the-Rhine/Mount Auburn,"['BBQ', 'Burger', 'Southern']",Inexpensive,3.8,40
17114615,Silverton Cafe,Deer Park/Madeira,"['Burger', 'Diner', 'Sandwich']",Inexpensive,3.7,36
17117044,El Trio Mexican Grill,Plaineville,"['Mexican', 'Tex-Mex']",Inexpensive,3.8,31
17117999,Krimmer's Italianette Pizzeria,College Hill/Mt Healthy,"['Italian', 'Pizza']",Moderately_priced,3.6,29
17112241,Brotherton's Family Restaurant,College Hill/Mt Healthy,"['American', 'Diner', 'Sandwich']",Moderately_priced,3.8,39
17115317,Avril-Bleh & Sons,Downtown,"['Desserts', 'Sandwich']",Inexpensive,3.9,49
17116996,Rancho Grande,Cold Spring/Alexandria,"['Mexican', 'Tex-Mex']",Inexpensive,3.6,13
17115682,Stefano's Italian Cafe,Middletown,"['Italian', 'Pizza', 'Seafood']",Moderately_priced,4.0,42
17117113,Mac's Pizza Pub,Fairfax,"['Pizza', 'Bar Food', 'Sandwich']",Moderately_priced,3.7,35
17111863,1st Wok,Anderson Township,['Chinese'],Inexpensive,4.2,44
17115084,Venice on Vine,Over-the-Rhine/Mount Auburn,"['Desserts', 'Pizza', 'Sandwich']",Inexpensive,3.6,40
17115268,Win Wok,Anderson Township,['Chinese'],Inexpensive,4.1,40
17113260,Henke Winery,Cheviot/Westwood,"['Italian', 'Pizza']",Moderately_priced,3.9,45
17115034,Tostado's Bar & Grill,East End/Mount Washington,"['International', 'Bar Food']",Inexpensive,3.4,41
18404505,Two Cities Pizza Co.,Mason,"['American', 'Pizza']",Pricey,3.3,12
17113688,Ludlow-Bromley Yacht Club,Covington,"['American', 'Seafood']",Moderately_priced,4.0,45
17114607,Sidewinder Coffee & Tea,Northside,"['Coffee and Tea', 'Sandwich']",Inexpensive,3.5,46
17113764,Matsuya Japanese,Florence,"['Japanese', 'Sushi']",Moderately_priced,3.9,42
17114593,Shakey's Pub & Grub,Florence,"['Burger', 'Bar Food', 'Sandwich']",Inexpensive,3.9,40
